"","Q32","Q33","Q1","Q61"
"11896",3,2,"Boy",2
"11897",2,4,"Girl",2
"11898",3,4,"Boy",2
"11899",4,4,"Boy",2
"11900",3,4,"Girl",2
"11901",2,3,"Girl",NA
"11902",3,3,"Boy",1
"11903",4,3,"Boy",3
"11904",3,4,"Boy",3
"11905",3,3,"Girl",2
"11906",1,3,"Girl",3
"11907",1,3,"Girl",2
"11908",3,4,"Girl",4
"11909",3,4,"Boy",2
"11910",3,3,"Girl",1
"11911",1,2,"Girl",2
"11912",2,3,"Girl",2
"11913",3,3,"Boy",1
"11914",3,3,"Boy",3
"11915",3,3,"Girl",1
"11916",3,2,"Boy",2
"11917",4,5,"Girl",1
"11918",2,3,"Boy",2
"11919",3,4,"Girl",2
"11920",2,3,"Boy",2
"11921",1,3,"Boy",2
"11922",2,3,"Boy",NA
"11923",2,3,"Boy",2
"11924",3,3,"Boy",3
"11925",3,3,"Girl",2
"11926",1,1,"Girl",1
"11927",3,3,"Boy",1
"11928",2,3,"Boy",1
"11929",2,2,"Boy",2
"11930",1,2,"Boy",1
"11931",3,4,"Girl",2
"11932",3,4,"Girl",3
"11933",2,2,"Girl",2
"11934",2,4,"Girl",1
"11935",1,3,"Girl",1
"11936",2,3,"Girl",1
"11937",2,3,"Girl",1
"11938",2,2,"Girl",1
"11939",2,3,"Boy",1
"11940",2,2,"Girl",1
"11941",3,4,"Girl",1
"11942",3,4,"Girl",3
"11943",1,3,"Boy",NA
"11944",3,3,"Girl",3
"11945",2,1,"Girl",NA
"11946",1,4,"Boy",2
"11947",3,4,"Boy",3
"11948",2,3,"Boy",2
"11949",3,3,"Girl",3
"11950",3,3,"Girl",4
"11951",3,3,"Boy",2
"11952",3,3,"Boy",3
"11953",3,4,"Girl",4
"11954",3,4,"Girl",2
"11955",3,3,"Girl",2
"11956",3,3,"Girl",2
"11957",1,1,"Boy",4
"11958",5,5,"Girl",1
"11959",3,4,"Girl",2
"11960",5,4,"Girl",4
"11961",4,3,"Boy",4
"11962",3,3,"Girl",3
"11963",1,4,"Boy",1
"11964",1,3,"Boy",4
"11965",3,3,"Girl",3
"11966",4,4,"Girl",2
"11967",2,3,"Boy",3
"11968",3,3,"Boy",3
"11969",3,3,"Boy",2
"11970",2,3,"Girl",2
"11971",3,3,"Girl",2
"11972",3,5,"Boy",4
"11973",3,3,"Boy",3
"11974",2,3,"Boy",2
"11975",1,3,"Boy",1
"11976",3,3,"Boy",2
"11977",3,2,"Boy",3
"11978",2,2,"Girl",1
"11979",4,3,"Girl",3
"11980",3,3,"Boy",4
"11981",1,4,"Boy",4
"11982",3,4,"Girl",2
"11983",1,3,"Girl",1
"11984",2,3,"Girl",1
"11985",3,3,"Boy",4
"11986",2,4,"Boy",3
"11987",2,3,"Girl",1
"11988",1,1,"Girl",2
"11989",2,3,"Girl",4
"11990",1,3,"Girl",1
"11991",3,3,"Girl",1
"11992",NA,NA,"Girl",NA
"11993",3,2,"Girl",1
"11994",4,4,"Girl",1
"11995",4,4,"Boy",3
"11996",3,3,"Girl",1
"11997",2,3,"Girl",2
"11998",2,3,"Boy",2
"11999",1,2,"Girl",4
"12000",3,3,"Girl",2
"12001",1,4,"Boy",2
"12002",1,3,"Girl",2
"12003",5,4,"Boy",2
"12004",2,4,"Boy",2
"12005",4,4,"Boy",4
"12006",3,4,"Girl",2
"12007",2,4,"Girl",3
"12008",1,3,"Boy",2
"12009",2,4,"Boy",2
"12010",3,5,"Boy",1
"12011",3,3,"Boy",3
"12012",1,3,"Boy",2
"12013",1,3,"Boy",2
"12014",1,3,"Boy",3
"12015",3,3,"Boy",2
"12016",1,4,"Boy",1
"12017",2,1,"Girl",3
"12018",1,2,"Boy",2
"12019",3,3,"Boy",1
"12020",3,3,"Girl",4
"12021",NA,2,"Boy",4
"12022",1,3,"Boy",2
"12023",3,4,"Girl",2
"12024",3,3,"Boy",2
"12025",2,1,"Boy",4
"12026",4,2,"Girl",3
"12027",3,4,"Boy",2
"12028",3,4,"Girl",2
"12029",4,4,"Girl",3
"12030",2,3,"Girl",4
"12031",2,4,"Boy",2
"12032",3,3,"Boy",1
"12033",2,4,"Girl",2
"12034",2,3,"Boy",2
"12035",2,3,"Girl",2
"12036",1,3,"Boy",1
"12037",2,4,"Girl",2
"12038",3,4,"Girl",3
"12039",3,3,"Girl",1
"12040",3,3,"Girl",1
"12041",3,3,"Girl",4
"12042",3,2,"Boy",1
"12043",3,3,"Boy",3
"12044",4,4,"Girl",2
"12045",1,3,"Boy",1
"12046",3,3,"Boy",1
"12047",3,4,"Boy",2
"12048",4,4,"Boy",1
"12049",1,5,"Boy",1
"12050",1,3,"Girl",3
"12051",3,2,"Boy",4
"12052",3,3,"Girl",2
"12053",1,3,"Girl",1
"12054",3,3,"Boy",3
"12055",1,3,"Boy",1
"12056",1,4,"Girl",2
"12057",1,1,"Boy",3
"12058",3,3,"Girl",2
"12059",3,3,"Boy",1
"12060",3,3,"Boy",2
"12061",1,3,"Boy",1
"12062",1,3,"Boy",2
"12063",1,3,"Boy",NA
"12064",4,4,"Girl",2
"12065",3,3,"Girl",2
"12066",3,3,"Boy",3
"12067",1,3,"Boy",2
"12068",2,2,"Boy",2
"12069",3,3,"Girl",2
"12070",3,3,"Girl",2
"12071",2,3,"Girl",1
"12072",3,3,"Boy",3
"12073",3,3,"Boy",3
"12074",3,4,"Girl",3
"12075",3,3,"Boy",3
"12076",3,4,"Girl",3
"12077",2,4,"Boy",4
"12078",2,3,"Boy",2
"12079",1,4,"Girl",2
"12080",1,4,"Boy",2
"12081",3,3,"Girl",2
"12082",4,4,"Girl",2
"12083",NA,3,"Boy",NA
"12084",3,2,"Girl",2
"12085",1,3,"Girl",2
"12086",1,3,"Girl",1
"12087",1,3,"Girl",1
"12088",3,4,"Girl",1
"12089",NA,NA,"Boy",NA
"12090",3,3,"Boy",2
"12091",4,4,"Girl",2
"12092",1,3,"Girl",1
"12093",3,3,"Girl",2
"12094",3,4,"Girl",3
"12095",3,4,"Boy",3
"12096",3,3,"Girl",2
"12097",3,4,"Girl",2
"12098",4,2,"Girl",2
"12099",2,2,"Boy",2
"12100",3,4,"Girl",1
"12101",4,3,"Girl",2
"12102",3,4,"Boy",2
"12103",2,3,"Girl",1
"12104",4,4,"Girl",4
"12105",3,4,"Boy",2
"12106",2,3,"Girl",1
"12107",3,3,"Girl",2
"12108",3,3,"Boy",2
"12109",3,3,"Boy",2
"12110",2,3,"Boy",1
"12111",3,3,"Boy",2
"12112",1,3,"Boy",3
"12113",3,2,"Boy",NA
"12114",2,3,"Boy",1
"12115",3,3,"Boy",2
"12116",3,3,"Boy",2
"12117",4,4,"Boy",2
"12118",1,2,"Boy",2
"12119",3,3,"Boy",2
"12120",4,1,"Boy",1
"12121",3,3,"Boy",3
"12122",3,3,"Boy",2
"12123",4,4,"Boy",3
"12124",2,4,"Girl",2
"12125",3,4,"Boy",4
"12126",2,4,"Boy",4
"12127",2,3,"Boy",2
"12128",3,4,"Girl",2
"12129",2,3,"Boy",3
"12130",2,2,"Boy",2
"12131",4,2,"Boy",3
"12132",1,2,"Boy",4
"12133",3,4,"Boy",2
"12134",3,4,"Girl",2
"12135",2,2,"Boy",2
"12136",2,4,"Girl",1
"12137",3,2,"Girl",3
"12138",2,3,"Girl",3
"12139",3,3,"Girl",3
"12140",2,3,"Boy",4
"12141",2,3,"Girl",2
"12142",1,3,"Boy",NA
"12143",1,4,"Girl",3
"12144",2,3,"Boy",2
"12145",2,4,"Boy",3
"12146",4,5,"Girl",2
"12147",1,3,"Girl",2
"12148",3,3,"Boy",4
"12149",2,3,"Boy",2
"12150",1,3,"Girl",2
"12151",3,2,"Girl",2
"12152",3,3,"Girl",4
"12153",1,3,"Boy",4
"12154",3,3,"Girl",3
"12155",5,2,"Boy",NA
"12156",1,3,"Boy",2
"12157",3,2,"Boy",2
"12158",2,4,"Girl",2
"12159",3,4,"Girl",1
"12160",1,2,"Girl",3
"12161",2,4,"Boy",1
"12162",2,5,"Girl",2
"12163",1,3,"Boy",2
"12164",1,2,"Boy",1
"12165",3,3,"Girl",2
"12166",2,3,"Boy",4
"12167",1,4,"Boy",3
"12168",3,4,"Girl",2
"12169",1,2,"Girl",2
"12170",1,3,"Girl",3
"12171",3,2,"Girl",1
"12172",1,3,"Boy",1
"12173",1,4,"Girl",2
"12174",2,4,"Girl",2
"12175",1,4,"Girl",NA
"12176",1,3,"Girl",2
"12177",5,3,"Boy",NA
"12178",3,1,"Boy",2
"12179",2,3,"Boy",2
"12180",3,3,"Girl",2
"12181",4,5,"Girl",1
"12182",NA,3,"Boy",NA
"12183",3,3,"Girl",4
"12184",1,3,"Boy",1
"12185",3,2,"Boy",2
"12186",3,4,"Boy",2
"12187",3,4,"Boy",3
"12188",3,3,"Girl",2
"12189",1,3,"Girl",2
"12190",1,2,"Girl",2
"12191",2,3,"Boy",3
"12192",1,3,"Boy",4
"12193",1,3,"Girl",1
"12194",2,3,"Boy",3
"12195",3,2,"Girl",3
"12196",3,2,"Girl",2
"12197",3,3,"Boy",1
"12198",1,3,"Boy",4
"12199",1,2,"Girl",3
"12200",3,3,"Girl",2
"12201",3,4,"Boy",4
"12202",3,1,"Boy",2
"12203",3,NA,"Boy",2
"12204",1,3,"Girl",3
"12205",2,3,"Girl",3
"12206",1,3,"Boy",4
"12207",2,3,"Boy",1
"12208",2,4,"Girl",2
"12209",NA,3,"Girl",1
"12210",2,3,"Boy",NA
"12211",1,3,"Girl",2
"12212",1,2,"Boy",3
"12213",NA,NA,"Boy",4
"12214",1,4,"Girl",2
"12215",2,3,"Girl",1
"12216",3,1,"Girl",1
"12217",1,4,"Girl",2
"12218",2,3,"Girl",2
"12219",1,1,"Boy",2
"12220",3,3,"Boy",NA
"12221",3,4,"Boy",3
"12222",3,3,"Boy",4
"12223",1,3,"Boy",2
"12224",3,4,"Girl",2
"12225",3,4,"Girl",2
"12226",NA,3,"Boy",4
"12227",5,1,"Boy",3
"12228",1,3,"Boy",3
"12229",3,4,"Girl",3
"12230",2,4,"Girl",1
"12231",2,3,"Girl",2
"12232",3,3,"Boy",NA
"12233",2,3,"Boy",2
"12234",NA,4,"Boy",3
"12235",4,3,"Girl",3
"12236",5,5,"Girl",1
"12237",3,4,"Girl",2
"12238",3,4,"Girl",2
"12239",2,1,"Girl",2
"12240",1,4,"Girl",2
"12241",3,3,"Girl",2
"12242",1,1,"Boy",3
"12243",3,2,"Boy",3
"12244",2,4,"Girl",2
"12245",2,4,"Girl",1
"12246",1,3,"Girl",2
"12247",2,3,"Boy",2
"12248",3,3,"Boy",1
"12249",1,3,"Boy",NA
"12250",3,3,"Girl",2
"12251",1,3,"Boy",3
"12252",NA,1,"Boy",1
"12253",1,3,"Girl",1
"12254",3,3,"Girl",2
"12255",1,3,"Girl",2
"12256",1,3,"Boy",3
"12257",2,4,"Girl",NA
"12258",2,3,"Boy",2
"12259",2,4,"Girl",2
"12260",3,4,"Boy",2
"12261",3,3,"Girl",2
"12262",3,3,"Girl",2
"12263",2,3,"Boy",3
"12264",3,3,"Girl",2
"12265",3,4,"Girl",2
"12266",3,2,"Boy",4
"12267",1,2,"Boy",2
"12268",3,3,"Boy",4
"12269",NA,NA,"Boy",NA
"12270",2,4,"Girl",2
"12271",2,3,"Boy",NA
"12272",1,3,"Boy",NA
"12273",1,3,"Girl",2
"12274",3,3,"Girl",3
"12275",5,2,"Boy",4
"12276",3,4,"Boy",2
"12277",3,2,"Boy",3
"12278",3,3,"Boy",NA
"12279",3,3,"Boy",2
"12280",1,3,"Girl",2
"12281",NA,3,"Boy",NA
"12282",2,3,"Boy",3
"12283",1,3,"Girl",3
"12284",3,3,"Girl",3
"12285",2,3,"Girl",3
"12286",2,3,"Boy",4
"12287",3,2,"Girl",2
"12288",3,3,"Boy",NA
"12289",3,4,"Girl",NA
"12290",3,3,"Boy",3
"12291",3,3,"Boy",NA
"12292",1,3,"Boy",3
"12293",1,1,"Boy",3
"12294",4,5,"Girl",2
"12295",2,4,"Girl",2
"12296",3,5,"Girl",1
"12297",3,3,"Boy",3
"12298",3,3,"Boy",3
"12299",3,4,"Boy",2
"12300",3,3,"Girl",NA
"12301",3,5,"Girl",3
"12302",2,3,"Girl",2
"12303",3,3,"Girl",NA
"12304",4,4,"Girl",2
"12305",1,5,"Girl",2
"12306",1,1,"Boy",1
"12307",3,4,"Girl",2
"12308",3,3,"Girl",2
"12309",2,4,"Boy",2
"12310",5,3,"Boy",4
"12311",3,3,"Boy",1
"12312",5,5,"Girl",2
"12313",3,2,"Boy",4
"12314",1,3,"Boy",2
"12315",3,4,"Girl",2
"12316",3,3,"Girl",2
"12317",3,4,"Boy",1
"12318",3,4,"Boy",3
"12319",3,1,"Boy",4
"12320",2,4,"Boy",2
"12321",3,4,"Boy",4
"12322",4,4,"Girl",2
"12323",3,2,"Girl",2
"12324",3,4,"Girl",2
"12325",3,4,"Boy",2
"12326",2,4,"Girl",3
"12327",3,4,"Girl",2
"12328",3,3,"Boy",3
"12329",2,3,"Boy",2
"12330",2,3,"Girl",4
"12331",1,3,"Boy",4
"12332",1,3,"Boy",1
"12333",3,5,"Girl",2
"12334",5,5,"Girl",2
"12335",2,4,"Girl",3
"12336",3,3,"Girl",2
"12337",4,3,"Boy",3
"12338",3,3,"Boy",2
"12339",3,3,"Boy",3
"12340",1,4,"Boy",2
"12341",3,3,"Girl",2
"12342",3,3,"Girl",2
"12343",3,2,"Boy",4
"12344",1,3,"Boy",4
"12345",2,1,"Boy",4
"12346",3,4,"Girl",2
"12347",3,4,"Boy",2
"12348",3,3,"Boy",3
"12349",4,3,"Boy",2
"12350",4,4,"Girl",2
"12351",4,4,"Girl",3
"12352",2,3,"Girl",1
"12353",2,3,"Girl",2
"12354",4,5,"Girl",4
"12355",4,5,"Girl",3
"12356",3,3,"Boy",1
"12357",3,4,"Girl",NA
"12358",3,4,"Girl",4
"12359",3,3,"Boy",2
"12360",3,4,"Boy",4
"12361",2,4,"Girl",4
"12362",3,3,"Girl",4
"12363",2,3,"Boy",NA
"12364",4,4,"Girl",3
"12365",5,3,"Boy",4
"12366",3,2,"Boy",2
"12367",1,4,"Boy",4
"12368",3,3,"Boy",3
"12369",3,3,"Boy",2
"12370",3,4,"Girl",3
"12371",3,4,"Girl",1
"12372",3,4,"Girl",4
"12373",3,4,"Girl",2
"12374",3,3,"Boy",1
"12375",5,5,"Girl",2
"12376",4,2,"Boy",3
"12377",1,4,"Girl",1
"12378",2,4,"Girl",1
"12379",3,3,"Girl",2
"12380",2,3,"Boy",4
"12381",4,3,"Girl",3
"12382",1,3,"Girl",2
"12383",3,3,"Boy",3
"12384",1,4,"Girl",4
"12385",2,4,"Girl",1
"12386",3,5,"Girl",1
"12387",3,4,"Boy",2
"12388",2,3,"Boy",1
"12389",3,4,"Girl",2
"12390",5,4,"Boy",4
"12391",2,2,"Boy",3
"12392",2,3,"Girl",1
"12393",2,3,"Boy",4
"12394",2,3,"Girl",2
"12395",3,3,"Boy",2
"12396",3,3,"Girl",4
"12397",4,4,"Girl",3
"12398",1,2,"Boy",2
"12399",2,3,"Girl",3
"12400",3,3,"Boy",4
"12401",2,3,"Boy",1
"12402",2,3,"Boy",2
"12403",4,4,"Girl",3
"12404",2,3,"Girl",2
"12405",3,3,"Girl",1
"12406",1,3,"Boy",2
"12407",3,2,"Boy",2
"12408",4,5,"Girl",2
"12409",2,3,"Boy",3
"12410",3,4,"Girl",2
"12411",3,2,"Girl",2
"12412",3,3,"Girl",2
"12413",2,3,"Boy",3
"12414",1,3,"Boy",2
"12415",2,1,"Girl",1
"12416",3,3,"Girl",3
"12417",3,1,"Boy",4
"12418",1,2,"Boy",2
"12419",3,4,"Boy",4
"12420",3,2,"Boy",2
"12421",1,5,"Boy",1
"12422",2,3,"Girl",2
"12423",2,3,"Boy",1
"12424",3,3,"Boy",4
"12425",1,4,"Boy",2
"12426",2,2,"Boy",2
"12427",1,3,"Girl",3
"12428",3,3,"Girl",1
"12429",3,2,"Boy",2
"12430",3,4,"Girl",2
"12431",3,3,"Girl",3
"12432",1,4,"Girl",4
"12433",1,3,"Boy",4
"12434",3,3,"Boy",2
"12435",2,3,"Girl",2
"12436",5,4,"Girl",4
"12437",3,4,"Boy",2
"12438",3,4,"Girl",3
"12439",3,4,"Boy",2
"12440",2,3,"Girl",4
"12441",2,4,"Girl",2
"12442",3,3,"Boy",2
"12443",3,4,"Girl",2
"12444",1,3,"Girl",4
"12445",3,2,"Boy",2
"12446",3,3,"Boy",4
"12447",4,4,"Girl",3
"12448",3,1,"Boy",2
"12449",2,3,"Boy",2
"12450",3,3,"Girl",2
"12451",3,3,"Girl",2
"12452",3,4,"Girl",2
"12453",1,2,"Boy",2
"12454",2,1,"Boy",1
"12455",3,3,"Girl",2
"12456",2,2,"Boy",2
"12457",3,3,"Girl",2
"12458",1,3,"Girl",2
"12459",3,4,"Girl",2
"12460",1,3,"Boy",2
"12461",3,3,"Girl",2
"12462",1,5,"Boy",4
"12463",1,3,"Girl",4
"12464",1,3,"Girl",3
"12465",3,4,"Girl",4
"12466",3,3,"Girl",1
"12467",1,3,"Girl",3
"12468",3,3,"Girl",2
"12469",3,3,"Boy",2
"12470",1,3,"Girl",4
"12471",3,4,"Girl",4
"12472",3,3,"Girl",4
"12473",1,3,"Boy",NA
"12474",4,2,"Boy",2
"12475",3,2,"Boy",3
"12476",1,3,"Boy",NA
"12477",1,3,"Boy",2
"12478",2,3,"Girl",2
"12479",3,3,"Boy",4
"12480",1,2,"Girl",2
"12481",1,3,"Girl",1
"12482",2,4,"Boy",1
"12483",2,3,"Girl",1
"12484",2,1,"Boy",2
"12485",2,3,"Girl",NA
"12486",3,3,"Boy",4
"12487",3,1,"Girl",3
"12488",3,3,"Boy",4
"12489",3,1,"Boy",3
"12490",1,3,"Girl",2
"12491",2,3,"Boy",1
"12492",2,4,"Girl",4
"12493",1,3,"Boy",1
"12494",4,4,"Girl",4
"12495",3,3,"Girl",1
"12496",1,3,"Girl",4
"12497",1,3,"Boy",2
"12498",1,5,"Girl",NA
"12499",1,5,"Girl",4
"12500",2,3,"Boy",2
"12501",1,3,"Girl",1
"12502",1,3,"Boy",2
"12503",1,5,"Boy",NA
"12504",1,3,"Boy",2
"12505",2,4,"Girl",1
"12506",2,3,"Girl",NA
"12507",1,3,"Boy",3
"12508",1,1,"Girl",1
"12509",1,3,"Boy",2
"12510",1,3,"Girl",2
"12511",2,3,"Girl",2
"12512",3,3,"Girl",2
"12513",2,3,"Girl",2
"12514",4,5,"Boy",3
"12515",2,2,"Girl",3
"12516",3,3,"Girl",1
"12517",2,4,"Girl",2
"12518",2,3,"Girl",2
"12519",3,3,"Girl",1
"12520",1,3,"Boy",3
"12521",5,5,"Girl",2
"12522",1,3,"Boy",3
"12523",1,3,"Boy",2
"12524",4,2,"Boy",2
"12525",3,3,"Girl",2
"12526",3,3,"Boy",3
"12527",2,3,"Girl",3
"12528",3,4,"Girl",4
"12529",3,3,"Girl",3
"12530",3,4,"Girl",1
"12531",1,3,"Boy",1
"12532",3,4,"Boy",3
"12533",2,3,"Boy",3
"12534",1,3,"Boy",2
"12535",3,4,"Girl",3
"12536",3,4,"Girl",2
"12537",3,3,"Girl",3
"12538",2,3,"Boy",3
"12539",3,3,"Girl",2
"12540",3,3,"Girl",2
"12541",3,4,"Girl",2
"12542",3,3,"Girl",3
"12543",2,3,"Girl",1
"12544",3,4,"Girl",2
"12545",3,4,"Boy",1
"12546",3,3,"Boy",4
"12547",3,3,"Girl",2
"12548",2,3,"Boy",2
"12549",2,4,"Girl",2
"12550",3,3,"Girl",2
"12551",3,3,"Boy",3
"12552",3,3,"Boy",3
"12553",2,3,"Girl",1
"12554",3,4,"Boy",3
"12555",1,2,"Girl",2
"12556",3,4,"Boy",4
"12557",3,3,"Girl",3
"12558",4,5,"Girl",2
"12559",1,3,"Boy",1
"12560",3,3,"Girl",1
"12561",3,3,"Girl",3
"12562",2,3,"Girl",2
"12563",2,3,"Boy",2
"12564",3,4,"Girl",2
"12565",3,2,"Boy",2
"12566",1,3,"Girl",2
"12567",2,3,"Girl",3
"12568",1,3,"Girl",3
"12569",1,3,"Girl",1
"12570",3,5,"Girl",3
"12571",1,3,"Girl",2
"12572",1,3,"Boy",3
"12573",1,3,"Girl",2
"12574",2,4,"Girl",3
"12575",1,3,"Girl",4
"12576",1,3,"Boy",4
"12577",2,3,"Girl",1
"12578",1,3,"Boy",1
"12579",2,4,"Boy",3
"12580",2,3,"Boy",2
"12581",1,3,"Boy",1
"12582",1,3,"Girl",2
"12583",2,4,"Boy",2
"12584",2,3,"Boy",2
"12585",1,2,"Boy",2
"12586",3,3,"Boy",1
"12587",3,3,"Boy",2
"12588",1,3,"Girl",2
"12589",2,4,"Girl",2
"12590",2,4,"Girl",2
"12591",1,4,"Girl",1
"12592",1,2,"Girl",1
"12593",3,3,"Boy",2
"12594",2,3,"Boy",2
"12595",1,3,"Girl",4
"12596",1,3,"Girl",2
"12597",1,3,"Boy",2
"12598",1,3,"Girl",1
"12599",1,3,"Girl",1
"12600",1,3,"Girl",1
"12601",1,1,"Girl",1
"12602",3,3,"Boy",2
"12603",3,3,"Boy",2
"12604",1,3,"Girl",2
"12605",3,3,"Boy",1
"12606",2,3,"Girl",1
"12607",3,4,"Boy",2
"12608",3,3,"Girl",2
"12609",2,3,"Girl",2
"12610",2,4,"Boy",2
"12611",1,3,"Boy",2
"12612",3,3,"Girl",2
"12613",1,3,"Girl",1
"12614",1,NA,"Boy",2
"12615",2,4,"Boy",2
"12616",3,3,"Girl",2
"12617",3,5,"Girl",4
"12618",1,3,"Boy",1
"12619",3,NA,"Girl",2
"12620",3,4,"Girl",1
"12621",3,3,"Boy",2
"12622",2,2,"Boy",1
"12623",3,1,"Girl",2
"12624",3,4,"Boy",2
"12625",2,3,"Girl",1
"12626",2,3,"Boy",3
"12627",1,3,"Boy",3
"12628",2,NA,"Boy",2
"12629",1,3,"Girl",1
"12630",1,5,"Boy",1
"12631",3,3,"Boy",2
"12632",1,3,"Girl",1
"12633",2,3,"Girl",2
"12634",1,3,"Girl",1
"12635",1,5,"Girl",2
"12636",1,4,"Boy",2
"12637",1,3,"Girl",1
"12638",3,4,"Boy",1
"12639",3,3,"Boy",2
"12640",1,4,"Girl",3
"12641",1,3,"Girl",2
"12642",3,4,"Boy",2
"12643",2,4,"Boy",NA
"12644",2,3,"Boy",3
"12645",1,3,"Boy",2
"12646",1,3,"Boy",NA
"12647",1,3,"Boy",1
"12648",2,4,"Girl",3
"12649",1,2,"Girl",1
"12650",1,3,"Girl",2
"12651",3,3,"Girl",2
"12652",2,4,"Boy",2
"12653",1,3,"Girl",2
"12654",2,4,"Girl",1
"12655",1,2,"Boy",3
"12656",1,3,"Boy",2
"12657",3,3,"Girl",2
"12658",1,3,"Girl",2
"12659",2,4,"Girl",1
"12660",1,3,"Girl",1
"12661",2,4,"Girl",2
"12662",3,4,"Girl",1
"12663",3,4,"Girl",2
"12664",3,3,"Girl",2
"12665",5,4,"Girl",1
"12666",3,3,"Boy",2
"12667",2,4,"Boy",2
"12668",3,3,"Girl",4
"12669",2,2,"Boy",3
"12670",2,3,"Girl",2
"12671",3,4,"Boy",2
"12672",1,2,"Girl",2
"12673",3,3,"Boy",2
"12674",4,3,"Boy",3
"12675",3,3,"Girl",2
"12676",3,4,"Boy",4
"12677",3,3,"Girl",4
"12678",3,3,"Girl",3
"12679",1,2,"Girl",2
"12680",2,4,"Girl",2
"12681",3,5,"Girl",2
"12682",1,3,"Boy",2
"12683",2,5,"Girl",4
"12684",3,4,"Girl",2
"12685",5,4,"Girl",3
"12686",4,4,"Boy",2
"12687",1,4,"Girl",2
"12688",3,3,"Boy",1
"12689",3,5,"Boy",3
"12690",2,3,"Boy",2
"12691",2,3,"Girl",3
"12692",3,3,"Boy",2
"12693",3,4,"Girl",2
"12694",2,3,"Girl",3
"12695",2,3,"Girl",4
"12696",2,3,"Girl",4
"12697",3,4,"Boy",2
"12698",3,2,"Boy",3
"12699",4,4,"Girl",4
"12700",5,1,"Boy",1
"12701",3,2,"Boy",3
"12702",4,4,"Boy",2
"12703",3,3,"Boy",2
"12704",2,3,"Boy",2
"12705",2,4,"Girl",3
"12706",1,3,"Girl",2
"12707",2,4,"Girl",2
"12708",5,5,"Girl",4
"12709",5,5,"Girl",2
"12710",3,4,"Boy",2
"12711",3,4,"Girl",3
"12712",2,2,"Girl",2
"12713",NA,4,"Girl",2
"12714",4,4,"Boy",3
"12715",3,3,"Boy",3
"12716",4,3,"Boy",3
"12717",3,3,"Boy",1
"12718",3,4,"Girl",3
"12719",3,3,"Boy",3
"12720",3,3,"Girl",1
"12721",4,3,"Girl",3
"12722",3,4,"Boy",2
"12723",2,3,"Boy",1
"12724",NA,2,"Boy",2
"12725",3,3,"Boy",1
"12726",2,3,"Girl",2
"12727",2,2,"Boy",3
"12728",4,1,"Boy",4
"12729",3,3,"Boy",4
"12730",3,3,"Boy",3
"12731",2,3,"Girl",4
"12732",2,3,"Boy",3
"12733",2,3,"Boy",2
"12734",NA,2,"Girl",4
"12735",2,3,"Girl",2
"12736",3,3,"Boy",2
"12737",2,3,"Boy",2
"12738",3,4,"Girl",1
"12739",2,4,"Girl",3
"12740",3,3,"Girl",3
"12741",3,3,"Boy",1
"12742",5,2,"Boy",2
"12743",4,4,"Girl",1
"12744",1,4,"Girl",2
"12745",3,2,"Boy",4
"12746",3,3,"Boy",4
"12747",2,3,"Girl",1
"12748",2,3,"Boy",2
"12749",2,3,"Boy",2
"12750",1,3,"Girl",1
"12751",2,4,"Boy",2
"12752",1,3,"Boy",2
"12753",1,2,"Boy",NA
"12754",3,5,"Girl",2
"12755",2,3,"Boy",3
"12756",1,4,"Girl",NA
"12757",2,3,"Boy",NA
"12758",2,3,"Boy",NA
"12759",4,3,"Girl",NA
"12760",1,3,"Girl",NA
"12761",3,3,"Boy",2
"12762",3,3,"Girl",2
"12763",4,3,"Boy",1
"12764",2,4,"Girl",3
"12765",1,3,"Girl",1
"12766",3,2,"Boy",2
"12767",3,3,"Boy",2
"12768",3,5,"Boy",1
"12769",1,3,"Girl",1
"12770",4,3,"Girl",1
"12771",3,3,"Girl",3
"12772",1,3,"Boy",1
"12773",NA,4,"Boy",2
"12774",2,3,"Girl",1
"12775",1,2,"Boy",1
"12776",3,4,"Boy",3
"12777",3,4,"Girl",2
"12778",3,4,"Girl",1
"12779",3,2,"Girl",1
"12780",3,3,"Boy",1
"12781",2,3,"Boy",3
"12782",2,3,"Girl",1
"12783",3,3,"Girl",2
"12784",1,4,"Girl",3
"12785",1,5,"Girl",1
"12786",5,4,"Boy",4
"12787",3,3,"Girl",1
"12788",1,1,"Boy",NA
"12789",3,3,"Girl",1
"12790",2,2,"Boy",2
"12791",1,5,"Boy",4
"12792",3,4,"Boy",1
"12793",2,3,"Girl",2
"12794",NA,2,"Girl",1
"12795",1,4,"Girl",1
"12796",2,3,"Boy",NA
"12797",3,3,"Girl",2
"12798",1,3,"Girl",3
"12799",2,3,"Girl",1
"12800",4,2,"Boy",1
"12801",3,3,"Girl",2
"12802",2,2,"Boy",1
"12803",3,3,"Boy",2
"12804",3,4,"Boy",1
"12805",1,4,"Girl",3
"12806",3,4,"Boy",2
"12807",1,4,"Girl",1
"12808",3,5,"Boy",1
"12809",1,3,"Boy",1
"12810",1,3,"Boy",NA
"12811",4,3,"Girl",3
"12812",2,4,"Girl",3
"12813",3,5,"Girl",2
"12814",2,3,"Girl",2
"12815",5,5,"Boy",4
"12816",1,3,"Girl",1
"12817",3,4,"Boy",2
"12818",2,3,"Boy",3
"12819",2,4,"Boy",3
"12820",3,2,"Girl",2
"12821",2,3,"Girl",2
"12822",3,4,"Boy",2
